DATE,USALORSGPNOSTSAM
2004-11-01,100.187777284888
2004-12-01,100.288593680927
2005-01-01,100.376010950112
2005-02-01,100.442763344944
2005-03-01,100.485981163588
2005-04-01,100.512146783857
2005-05-01,100.531371231815
2005-06-01,100.553027664551
2005-07-01,100.582044016747
2005-08-01,100.621319924381
2005-09-01,100.673768457757
2005-10-01,100.743783779287
2005-11-01,100.833620274991
2005-12-01,100.938678707687
2006-01-01,101.041521901337
2006-02-01,101.120997510405
2006-03-01,101.161735042652
2006-04-01,101.165508148892
2006-05-01,101.143246719185
2006-06-01,101.10988006396
2006-07-01,101.081292698076
2006-08-01,101.070415658598
2006-09-01,101.083253891769
2006-10-01,101.113891426101
2006-11-01,101.152218975458
2006-12-01,101.190594193642
2007-01-01,101.230183737636
2007-02-01,101.276394652653
2007-03-01,101.33446014616
2007-04-01,101.404787135096
2007-05-01,101.484785675881
2007-06-01,101.570043261415
2007-07-01,101.65502997436
2007-08-01,101.732988722733
2007-09-01,101.796066392701
2007-10-01,101.836169799803
2007-11-01,101.847331481647
2007-12-01,101.829922025294
2008-01-01,101.797099871255
2008-02-01,101.762498789393
2008-03-01,101.729221958867
2008-04-01,101.679165284248
2008-05-01,101.582704795641
2008-06-01,101.409772172787
2008-07-01,101.144377903372
2008-08-01,100.782018506441
2008-09-01,100.333645144356
2008-10-01,99.8363058749097
2008-11-01,99.336105456637
2008-12-01,98.8751385753315
2009-01-01,98.4791695263967
2009-02-01,98.1640906373615
2009-03-01,97.9376025645229
2009-04-01,97.7949992623859
2009-05-01,97.7284080836173
2009-06-01,97.7298223043713
2009-07-01,97.7885933425818
2009-08-01,97.8944232659818
2009-09-01,98.0361434819245
2009-10-01,98.1969931983242
2009-11-01,98.3611652026522
2009-12-01,98.5188938167681
2010-01-01,98.6712052662327
2010-02-01,98.8239160797841
2010-03-01,98.9818186310869
2010-04-01,99.1426364899398
2010-05-01,99.2998119599836
2010-06-01,99.4449279819798
2010-07-01,99.570236991316
2010-08-01,99.6681711340987
2010-09-01,99.7321040626695
2010-10-01,99.758906768958
2010-11-01,99.7487671490475
2010-12-01,99.7074832090938
2011-01-01,99.6512025342916
2011-02-01,99.5979197266183
2011-03-01,99.5599390939277
2011-04-01,99.5360134746389
2011-05-01,99.5207337999262
2011-06-01,99.5126974849119
2011-07-01,99.5218700832204
2011-08-01,99.5619385535432
2011-09-01,99.6412991127507
2011-10-01,99.751637266637
2011-11-01,99.8768129857621
2011-12-01,99.9993239537936
2012-01-01,100.105561586956
2012-02-01,100.185225204538
2012-03-01,100.231742676789
2012-04-01,100.244426851999
2012-05-01,100.22562082778
2012-06-01,100.180108232544
2012-07-01,100.116632101257
2012-08-01,100.045534238841
2012-09-01,99.9775759969558
2012-10-01,99.9232075681159
2012-11-01,99.8902078799845
2012-12-01,99.880253047518
2013-01-01,99.8838349897032
2013-02-01,99.8886987596858
2013-03-01,99.8871513655676
2013-04-01,99.883137239635
2013-05-01,99.8850695861029
2013-06-01,99.8987433763443
2013-07-01,99.9197264724485
2013-08-01,99.9379794032686
2013-09-01,99.9418250250571
2013-10-01,99.9220047047649
2013-11-01,99.8751542166675
2013-12-01,99.8088435055207
2014-01-01,99.7483938154893
2014-02-01,99.7236621385571
2014-03-01,99.7554556670872
2014-04-01,99.8393441041607
2014-05-01,99.9581725055261
2014-06-01,100.090604655636
2014-07-01,100.217059244687
2014-08-01,100.322533716674
2014-09-01,100.399789769833
2014-10-01,100.453942242382
2014-11-01,100.494667574798
2014-12-01,100.529978971325
2015-01-01,100.560913155343
2015-02-01,100.584017289383
2015-03-01,100.594094329505
2015-04-01,100.587455592524
2015-05-01,100.561437193058
2015-06-01,100.515075899735
2015-07-01,100.451132602138
2015-08-01,100.374379783617
2015-09-01,100.291135411929
2015-10-01,100.209704581217
2015-11-01,100.137709837563
2015-12-01,100.07930969024
2016-01-01,100.031751226113
2016-02-01,99.9899089785782
2016-03-01,99.9499995945718
2016-04-01,99.9128509561537
2016-05-01,99.8812797261338
2016-06-01,99.8572706811216
2016-07-01,99.8387538039629
2016-08-01,99.8218783224009
2016-09-01,99.8028624870749
2016-10-01,99.7796994302055
2016-11-01,99.7519626478062
2016-12-01,99.7208932434772
2017-01-01,99.6898001005758
2017-02-01,99.6633815297266
2017-03-01,99.6470451803188
2017-04-01,99.6458920094276
2017-05-01,99.6645061743731
2017-06-01,99.7056487350975
2017-07-01,99.7675197716856
2017-08-01,99.8459546040663
2017-09-01,99.9351019249925
2017-10-01,100.026889311756
2017-11-01,100.113439032387
2017-12-01,100.189280712049
2018-01-01,100.253926119216
2018-02-01,100.309053369051
2018-03-01,100.356486475843
2018-04-01,100.396860594457
2018-05-01,100.429041486549
2018-06-01,100.450066618219
2018-07-01,100.4556939808
2018-08-01,100.442374322649
2018-09-01,100.410346444946
2018-10-01,100.368098147091
2018-11-01,100.3273052326
2018-12-01,100.29857511582
2019-01-01,100.287166138717
2019-02-01,100.295236604897
2019-03-01,100.322881250104
2019-04-01,100.367802549656
2019-05-01,100.42631460956
2019-06-01,100.493136462647
2019-07-01,100.560240246064
2019-08-01,100.619640301828
2019-09-01,100.666194291021
2019-10-01,100.700984340298
2019-11-01,100.72668830918
2019-12-01,100.743829923105
2020-01-01,100.74772559581
2020-02-01,100.729944047288
2020-03-01,96.1496865289636
2020-04-01,93.2072079562096
2020-05-01,91.7036441230914
2020-06-01,93.5943395665046
2020-07-01,95.4667144683361
2020-08-01,97.3179092213214
2020-09-01,97.4517778807662
2020-10-01,97.589989889664
2020-11-01,97.7443839688267
2020-12-01,98.1108915608717
2021-01-01,98.5003243906683
2021-02-01,98.8683903045121
2021-03-01,99.0934328236295
2021-04-01,99.282477562068
2021-05-01,99.4538233869411
2021-06-01,99.6383920623232
2021-07-01,99.8266503594562
2021-08-01,100.013281472337
2021-09-01,100.187363504181
2021-10-01,100.322563058687
2021-11-01,100.389365298423
2021-12-01,100.370153309246
2022-01-01,100.279031425317
2022-02-01,100.145207717307
2022-03-01,100.001433155442
2022-04-01,99.8756418786699
2022-05-01,99.7888944560546
2022-06-01,99.7521197766766
2022-07-01,99.7600580226524
2022-08-01,99.8006122335251
2022-09-01,99.8608858129217
2022-10-01,99.9308493437081
2022-11-01,100.003975857826
