"motor","car","cola","electric","price","infla","M2SL","cpi_f"
0.5,0.666666666666667,0,0.142857142857143,0.62962962962963,0.363636363636364,0.592570441302089,0.460185185185185
0.5,0.555555555555556,0,0.107142857142857,0.611111111111111,0.454545454545455,0.62941878782593,0.405555555555556
0.5,0.555555555555556,0,0.142857142857143,0.703703703703704,0.363636363636364,0.669880758202183,0.426851851851852
0.5,0.555555555555556,0,0,0.592592592592593,0.181818181818182,0.736123786550932,0.424074074074074
0.75,1,0.5,0.214285714285714,0.888888888888889,0.545454545454545,0.759346586071282,0.433333333333333
0.75,1,0.5,0.321428571428571,0.814814814814815,0.545454545454545,0.746772846422535,0.453703703703704
0.75,1,0.5,0.285714285714286,1,0.636363636363636,0.780005041548141,0.537037037037037
0.75,1,0.5,0.178571428571429,0.925925925925926,0.454545454545455,0.833299857728572,0.619444444444445
1,0.777777777777778,0.5,0.285714285714286,0.888888888888889,0.636363636363636,0.882429614104792,0.701851851851852
0.75,0.777777777777778,0.5,0.321428571428571,0.87037037037037,0.909090909090909,0.896229759818671,0.798148148148148
1,0.888888888888889,0.5,0.214285714285714,0.981481481481482,1,0.874406557167559,0.87962962962963
0.75,0.777777777777778,0.5,0.571428571428571,0.796296296296296,0.727272727272727,0.911268679031796,0.902777777777778
0.75,1,1,1,0.851851851851852,0.727272727272727,0.911843242818632,0.932407407407407
0.75,0.777777777777778,0.5,0.5,0.777777777777778,0.727272727272727,0.958458281601404,0.967592592592592
0.5,0.666666666666667,0.5,0.357142857142857,0.740740740740741,0.818181818181818,1,0.955555555555555
0.5,0.777777777777778,0.5,0.285714285714286,0.907407407407407,0.545454545454545,0.998663507668585,1
